model	perturbation	language	task	probing_location	dev_acc	test_acc
fastText		French	number_verb		99.5	99.45
fastText		French	tense_verb		99.0	93.01980198019803
fastText		French	verbform_verb		100.0	98.10945273631842
fastText		German	case_adj		52.75	49.3
fastText		German	case_noun		49.05	47.4
fastText		German	case_propn		42.7	46.75
fastText		German	gender_adj		57.55	55.373134328358205
fastText		German	gender_noun		82.7363184079602	79.8507462686567
fastText		German	gender_propn		67.85	65.92039800995023
fastText		German	number_adj		71.95	62.6
fastText		German	number_noun		91.0	88.65
fastText		German	number_verb		98.05	98.6
fastText		German	tense_verb		95.55	88.05
fastText		German	verbform_verb		90.75	86.01990049751245
fastText		Greek	aspect_verb		95.8	96.25
fastText		Greek	case_noun		78.95522388059703	71.99004975124379
fastText		Greek	gender_noun		87.71144278606967	87.76119402985074
fastText		Greek	number_noun		100.0	99.95
fastText		Greek	voice_verb		92.35	86.5
fastText		Hebrew	gender_noun		96.35	91.25
fastText		Hebrew	gender_verb		86.65	84.4
fastText		Hebrew	hebbinyan_verb		51.741293532338304	49.95073891625616
fastText		Hebrew	number_noun		97.75	95.45
fastText		Hebrew	number_verb		99.45	99.05
fastText		Hindi	case_adj		68.6	67.85
fastText		Hindi	case_noun		71.0	65.1
fastText		Hindi	case_propn		59.7	57.65
fastText		Hindi	gender_noun		91.7	85.8
fastText		Hindi	gender_propn		78.9	64.25
fastText		Hindi	number_noun		84.15	84.1
fastText		Hungarian	number[psor]_noun		99.0	96.7
fastText		Hungarian	number_noun		97.35	97.5
fastText		Hungarian	person[psor]_noun		99.4	95.35
fastText		Italian	gender_adj		98.55	88.5
fastText		Italian	gender_noun		95.0	92.8
fastText		Italian	number_adj		99.5	97.95
fastText		Italian	number_noun		99.0	95.35
fastText		Italian	number_verb		97.0	98.4
fastText		Italian	person_verb		91.9	93.4
fastText		Italian	tense_verb		96.0	93.5
fastText		Italian	verbform_verb		97.5	95.3
fastText		Latin	aspect_verb		98.95	91.35
fastText		Latin	case_verb		75.62189054726369	72.12871287128714
fastText		Latin	gender_adj		64.32835820895522	68.95522388059702
fastText		Latin	gender_noun		77.31343283582089	65.3233830845771
fastText		Latin	gender_verb		73.18407960199004	60.845771144278594
fastText		Latin	mood_verb		81.69154228855722	74.85
fastText		Latin	number_adj		88.0	80.1
fastText		Latin	number_noun		89.85	82.7
fastText		Latin	number_verb		91.2	83.35
fastText		Latin	person_verb		82.58706467661692	84.32835820895522
fastText		Latin	tense_verb		78.71287128712872	66.81592039800995
fastText		Latin	verbform_verb		90.39800995024876	82.83582089552237
fastText		Latin	voice_verb		85.3	85.75
fastText		Latvian	case_adj		81.5	81.3
fastText		Latvian	case_noun		93.35	85.5
fastText		Latvian	case_propn		90.0	91.2
fastText		Latvian	definite_adj		93.2	90.9
fastText		Latvian	definite_verb		95.45	94.15
fastText		Latvian	gender_adj		81.7	82.3
fastText		Latvian	gender_noun		84.15	78.05
fastText		Latvian	gender_propn		91.8	83.1
fastText		Latvian	gender_verb		91.8	94.0
fastText		Latvian	number_adj		94.6	88.95
fastText		Latvian	number_verb		91.1	92.5
fastText		Latvian	person_verb		89.0547263681592	83.6318407960199
fastText		Latvian	polarity_verb		97.8	95.05
fastText		Latvian	tense_verb		90.9950248756219	88.1094527363184
fastText		Latvian	verbform_verb		95.15	94.9
fastText		Latvian	voice_verb		92.8	93.5
fastText		Lithuanian	case_noun		91.56862745098037	92.40196078431372
fastText		Lithuanian	gender_noun		95.4	84.4
fastText		Lithuanian	number_noun		88.0	88.1
fastText		Lithuanian	number_verb		82.3	80.7
fastText		Norwegian_Bokmal	definite_adj		98.0	96.65
fastText		Norwegian_Bokmal	definite_noun		99.0	97.55
fastText		Norwegian_Bokmal	gender_noun		68.75621890547264	69.55223880597015
fastText		Norwegian_Bokmal	number_adj		86.25	83.6
fastText		Norwegian_Bokmal	number_noun		94.9	93.65
fastText		Norwegian_Bokmal	tense_verb		99.0	98.75
fastText		Norwegian_Bokmal	verbform_verb		93.28358208955224	90.0995024875622
fastText		Norwegian_Nynorsk	definite_adj		94.2	91.1
fastText		Norwegian_Nynorsk	definite_noun		91.0	91.2
fastText		Norwegian_Nynorsk	gender_noun		70.74626865671641	72.13930348258707
fastText		Norwegian_Nynorsk	number_adj		85.75	76.5
fastText		Norwegian_Nynorsk	number_noun		87.95	91.25
fastText		Norwegian_Nynorsk	tense_verb		92.7	87.25
fastText		Norwegian_Nynorsk	verbform_verb		79.6	76.86567164179104
fastText		Persian	number_noun		97.55	95.35
fastText		Polish	animacy_adj		73.5	82.2
fastText		Polish	animacy_noun		86.15	85.42288557213931
fastText		Polish	aspect_adj		94.45	93.75
fastText		Polish	aspect_verb		95.5	91.85
fastText		Polish	case_adj		72.55	64.75
fastText		Polish	case_propn		71.68316831683168	73.55
fastText		Polish	gender_adj		72.8358208955224	71.44278606965173
fastText		Polish	gender_noun		87.363184079602	85.47263681592042
fastText		Polish	gender_propn		80.8955223880597	69.05
fastText		Polish	gender_verb		93.28358208955223	93.68159203980099
fastText		Polish	mood_verb		98.7	98.35
fastText		Polish	number_adj		94.65	89.4
fastText		Polish	number_noun		96.75	94.2
fastText		Polish	number_verb		99.0	99.0
fastText		Polish	person_verb		100.0	99.5
fastText		Polish	subgender_adj		85.95	76.5
fastText		Polish	tense_verb		93.8308457711443	91.75
fastText		Polish	verbform_verb		89.75	85.29702970297029
fastText		Polish	voice_adj		97.55	98.1
fastText		Portuguese	gender_noun		95.5	97.5
fastText		Portuguese	gender_propn		84.5	73.65
fastText		Portuguese	number_noun		100.0	97.85
fastText		Portuguese	number_verb		99.2	99.5
fastText		Romanian	definite_noun		97.45	92.8
fastText		Romanian	gender_adj		98.65	96.9
fastText		Romanian	gender_noun		94.45	93.05
fastText		Romanian	mood_verb		81.69154228855722	84.32835820895522
fastText		Romanian	number_adj		92.15	96.75
fastText		Romanian	number_noun		96.7	93.9
fastText		Romanian	number_verb		89.05	87.4
fastText		Romanian	person_verb		80.25	83.08457711442787
fastText		Romanian	tense_verb		83.91089108910892	80.1
fastText		Romanian	verbform_verb		87.75	85.0
fastText		Russian	animacy_adj		78.25	78.65
fastText		Russian	animacy_noun		92.7	91.2
fastText		Russian	animacy_propn		93.2	91.0
fastText		Russian	aspect_verb		93.55	90.95
fastText		Russian	case_adj		73.57843137254902	74.85294117647058
fastText		Russian	case_noun		88.18627450980392	81.47058823529412
fastText		Russian	case_propn		70.68627450980392	69.95098039215688
fastText		Russian	case_verb		72.54901960784312	67.2549019607843
fastText		Russian	gender_adj		88.2089552238806	87.46268656716418
fastText		Russian	gender_noun		77.2636815920398	86.26865671641792
fastText		Russian	gender_propn		75.27363184079601	63.98009950248756
fastText		Russian	gender_verb		97.61194029850745	91.49253731343285
fastText		Russian	mood_verb		95.3	97.45
fastText		Russian	number_adj		98.85	95.6
fastText		Russian	number_noun		96.55	93.3
fastText		Russian	number_verb		99.0	98.5
fastText		Russian	person_verb		99.00497512437812	97.26368159203982
fastText		Russian	tense_verb		96.51741293532338	91.59203980099502
fastText		Russian	verbform_verb		98.75	96.2
fastText		Russian	voice_verb		88.45771144278606	83.6318407960199
fastText		Serbian	case_noun		68.66995073891626	64.6766169154229
fastText		Serbian	gender_adj		70.1492537313433	68.50746268656717
fastText		Serbian	gender_noun		80.34825870646767	82.88557213930349
fastText		Serbian	number_adj		78.2	87.8
fastText		Serbian	number_noun		82.1	80.8
fastText		Serbian	number_verb		95.8	92.6
fastText		Slovak	animacy_adj		64.7	72.5
fastText		Slovak	animacy_noun		93.65	93.95
fastText		Slovak	aspect_verb		89.7	92.1
fastText		Slovak	case_noun		76.32352941176472	77.05882352941178
fastText		Slovak	gender_adj		72.08955223880596	71.04477611940298
fastText		Slovak	gender_noun		83.78109452736318	75.92039800995026
fastText		Slovak	gender_verb		86.96517412935323	81.45
fastText		Slovak	number_adj		88.75	91.7
fastText		Slovak	number_noun		89.75	88.4
fastText		Slovak	number_verb		100.0	98.0
fastText		Slovak	tense_verb		100.0	99.0
fastText		Slovak	verbform_verb		100.0	100.0
fastText		Slovenian	aspect_verb		87.6	86.7
fastText		Slovenian	case_adj		66.2189054726368	68.25870646766168
fastText		Slovenian	case_noun		69.55882352941177	70.5392156862745
fastText		Slovenian	gender_adj		63.93034825870647	63.43283582089551
fastText		Slovenian	gender_noun		76.16915422885572	73.98009950248755
fastText		Slovenian	number_adj		86.4	83.55
fastText		Slovenian	person_verb		96.9	92.63681592039802
fastText		Slovenian	verbform_verb		98.50746268656715	96.76616915422885
fastText		Spanish	gender_adj		99.6	95.7
fastText		Spanish	gender_noun		98.0	95.6
fastText		Spanish	number_adj		100.0	99.95
fastText		Spanish	number_noun		99.0	97.15
fastText		Spanish	number_verb		99.35	99.5
fastText		Spanish	tense_verb		97.0	89.8
fastText		Spanish	verbform_verb		95.45	96.75
fastText		Swedish	case_noun		60.5	50.0
fastText		Swedish	definite_adj		58.6	63.95
fastText		Swedish	definite_noun		71.25	73.2
fastText		Swedish	gender_noun		75.9	65.4
fastText		Swedish	number_adj		61.05	60.15
fastText		Swedish	number_noun		73.15	63.8
fastText		Swedish	tense_verb		66.65	68.75
fastText		Swedish	voice_verb		67.5	71.25
fastText		Turkish	aspect_verb		99.40298507462687	95.02487562189057
fastText		Turkish	case_noun		91.37931034482757	85.51724137931032
fastText		Turkish	number_noun		97.15	97.7
fastText		Turkish	number_verb		98.5	97.8
fastText		Turkish	person_verb		96.81592039800998	96.2
fastText		Turkish	polarity_verb		97.65	96.7
fastText		Turkish	verbform_verb		98.00995024875623	96.11940298507463
fastText		Ukrainian	animacy_noun		94.15	92.5
fastText		Ukrainian	aspect_verb		97.3	93.7
fastText		Ukrainian	case_adj		81.15	81.75
fastText		Ukrainian	case_noun		82.26600985221674	78.48039215686273
fastText		Ukrainian	gender_adj		86.01990049751245	82.98507462686567
fastText		Ukrainian	gender_noun		80.64676616915423	76.36815920398011
fastText		Ukrainian	number_adj		99.0	97.55
fastText		Ukrainian	number_verb		100.0	99.5
fastText		Ukrainian	tense_verb		98.00995024875623	95.82089552238807
fastText		Urdu	case_noun		59.55	64.5
fastText		Urdu	case_propn		64.4	57.05
fastText		Urdu	gender_noun		77.0	76.2
fastText		Urdu	number_noun		90.15	87.45
mBERT	B$_2$	Afrikaans	number_noun	last	98.35	94.95
mBERT	B$_2$	Albanian	case_noun	last	62.85	62.1
mBERT	B$_2$	Albanian	case_propn	last	87.16417910447761	80.5
mBERT	B$_2$	Albanian	definite_noun	last	91.4	89.5
mBERT	B$_2$	Albanian	gender_noun	last	86.65	84.6
mBERT	B$_2$	Albanian	gender_propn	last	89.6	80.05
mBERT	B$_2$	Albanian	number_noun	last	89.25	90.25
mBERT	B$_2$	Albanian	number_verb	last	91.25	90.05
mBERT	B$_2$	Arabic	aspect_verb	first	94.7	94.55
mBERT	B$_2$	Arabic	case_adj	first	67.06467661691542	63.23383084577115
mBERT	B$_2$	Arabic	case_noun	first	60.44776119402985	54.12935323383084
mBERT	B$_2$	Arabic	definite_noun	first	82.68656716417911	75.62189054726369
mBERT	B$_2$	Arabic	gender_adj	last	98.5	97.05
mBERT	B$_2$	Arabic	gender_verb	last	93.5	89.3
mBERT	B$_2$	Armenian	animacy_noun	last	90.25	83.05
mBERT	B$_2$	Armenian	definite_noun	last	99.5	98.85
mBERT	B$_2$	Armenian	subcat_verb	last	84.05	77.35
mBERT	B$_2$	Basque	case_noun	last	94.01913875598086	92.39234449760767
mBERT	B$_2$	Basque	definite_noun	last	85.2	84.85
mBERT	B$_2$	Basque	number_noun	last	90.45	89.65
mBERT	B$_2$	Bulgarian	aspect_verb	last	88.45	83.35
mBERT	B$_2$	Bulgarian	definite_adj	last	100.0	98.4
mBERT	B$_2$	Bulgarian	definite_noun	last	97.0	95.7
mBERT	B$_2$	Bulgarian	gender_adj	last	100.0	99.8507462686567
mBERT	B$_2$	Bulgarian	gender_noun	last	91.044776119403	88.955223880597
mBERT	B$_2$	Bulgarian	number_adj	last	99.5	97.9
mBERT	B$_2$	Bulgarian	number_verb	last	98.55	97.4
mBERT	B$_2$	Bulgarian	person_verb	last	93.65	96.46766169154229
mBERT	B$_2$	Bulgarian	tense_verb	last	87.0	82.93532338308458
mBERT	B$_2$	Bulgarian	verbform_verb	last	99.95	97.45
mBERT	B$_2$	Bulgarian	voice_verb	last	99.05	98.5
mBERT	B$_2$	Catalan	gender_adj	last	100.0	100.0
mBERT	B$_2$	Catalan	gender_noun	last	94.85	96.5
mBERT	B$_2$	Catalan	mood_verb	last	99.4	98.85
mBERT	B$_2$	Catalan	number_adj	last	100.0	99.55
mBERT	B$_2$	Catalan	number_noun	last	99.5	99.05
mBERT	B$_2$	Catalan	number_verb	last	100.0	100.0
mBERT	B$_2$	Catalan	tense_verb	last	97.95	97.9
mBERT	B$_2$	Catalan	verbform_verb	last	100.0	100.0
mBERT	B$_2$	Croatian	case_adj	last	73.9	74.05940594059406
mBERT	B$_2$	Croatian	case_noun	last	78.62068965517241	77.84313725490198
mBERT	B$_2$	Croatian	definite_adj	last	98.5	97.45
mBERT	B$_2$	Croatian	gender_adj	last	73.58208955223881	67.71144278606965
mBERT	B$_2$	Croatian	gender_noun	last	91.19402985074626	84.52736318407959
mBERT	B$_2$	Croatian	number_adj	last	87.7	91.15
mBERT	B$_2$	Croatian	number_noun	last	89.3	87.75
mBERT	B$_2$	Croatian	number_verb	last	98.5	98.45
mBERT	B$_2$	Croatian	tense_verb	last	100.0	99.0
mBERT	B$_2$	Croatian	verbform_verb	last	98.50746268656715	99.2039800995025
mBERT	B$_2$	Czech	animacy_adj	last	81.1	79.55
mBERT	B$_2$	Czech	animacy_noun	last	89.45	78.95
mBERT	B$_2$	Czech	animacy_propn	last	86.9	87.5
mBERT	B$_2$	Czech	animacy_verb	last	95.4	94.05
mBERT	B$_2$	Czech	aspect_adj	last	91.05	90.5
mBERT	B$_2$	Czech	aspect_verb	last	83.9	86.45
mBERT	B$_2$	Czech	case_adj	last	78.38235294117649	68.57843137254902
mBERT	B$_2$	Czech	case_propn	last	80.44117647058823	72.20588235294119
mBERT	B$_2$	Czech	degree_adj	last	96.7	98.15
mBERT	B$_2$	Czech	gender_adj	last	65.37313432835822	64.92537313432835
mBERT	B$_2$	Czech	gender_noun	last	79.50248756218906	73.53233830845771
mBERT	B$_2$	Czech	gender_propn	last	77.11442786069651	78.65671641791046
mBERT	B$_2$	Czech	gender_verb	last	89.35323383084577	83.28358208955223
mBERT	B$_2$	Czech	mood_verb	last	97.4	97.45
mBERT	B$_2$	Czech	nametype_propn	first	58.66995073891625	58.1
mBERT	B$_2$	Czech	number_adj	last	84.5	88.7
mBERT	B$_2$	Czech	number_noun	last	90.85	86.05
mBERT	B$_2$	Czech	number_propn	last	91.5	90.15
mBERT	B$_2$	Czech	number_verb	last	93.5	92.65
mBERT	B$_2$	Czech	person_verb	last	99.0049751243781	97.91044776119404
mBERT	B$_2$	Czech	polarity_adj	first	100.0	96.5
mBERT	B$_2$	Czech	polarity_verb	first	100.0	99.75
mBERT	B$_2$	Czech	voice_adj	last	100.0	100.0
mBERT	B$_2$	Danish	definite_noun	last	98.5	98.05
mBERT	B$_2$	Danish	gender_noun	last	89.0	82.95
mBERT	B$_2$	Danish	number_noun	last	87.7	90.6
mBERT	B$_2$	Danish	tense_verb	last	99.15	97.35
mBERT	B$_2$	Danish	verbform_verb	last	91.89054726368158	92.38805970149252
mBERT	B$_2$	Dutch	gender_noun	last	89.7	89.45
mBERT	B$_2$	Dutch	gender_propn	last	80.55	73.2
mBERT	B$_2$	Dutch	number_noun	last	99.5	98.75
mBERT	B$_2$	Dutch	verbform_verb	last	94.02985074626868	95.62189054726369
mBERT	B$_2$	English	number_noun	last	99.0	97.75
mBERT	B$_2$	English	tense_verb	last	99.5	99.4
mBERT	B$_2$	English	verbform_verb	last	79.65	81.45
mBERT	B$_2$	Estonian	case_adj	last	97.55	94.6
mBERT	B$_2$	Estonian	case_noun	last	90.38095238095238	88.9047619047619
mBERT	B$_2$	Estonian	number_adj	last	95.55	95.75
mBERT	B$_2$	Estonian	number_noun	last	94.4	94.4
mBERT	B$_2$	Estonian	number_verb	last	97.95	98.35
mBERT	B$_2$	Estonian	person_verb	last	97.46268656716418	97.05
mBERT	B$_2$	Estonian	tense_adj	last	99.4	98.2
mBERT	B$_2$	Estonian	tense_verb	last	95.65	93.4
mBERT	B$_2$	Estonian	verbform_verb	last	96.5	96.03960396039602
mBERT	B$_2$	Estonian	voice_adj	last	98.2	94.25
mBERT	B$_2$	Estonian	voice_verb	last	95.4	95.8
mBERT	B$_2$	Finnish	case_adj	last	94.66346153846153	91.96172248803829
mBERT	B$_2$	Finnish	case_noun	last	92.27053140096618	89.65174129353233
mBERT	B$_2$	Finnish	case_propn	last	94.4059405940594	95.85
mBERT	B$_2$	Finnish	case_verb	last	93.04761904761907	93.23809523809526
mBERT	B$_2$	Finnish	degree_adj	last	87.95	85.72139303482587
mBERT	B$_2$	Finnish	derivation_adj	last	89.95	92.85
mBERT	B$_2$	Finnish	derivation_noun	last	97.77227722772277	96.6
mBERT	B$_2$	Finnish	infform_verb	last	97.35	96.318407960199
mBERT	B$_2$	Finnish	mood_verb	last	90.34825870646766	88.45771144278606
mBERT	B$_2$	Finnish	number_adj	last	96.05	96.85
mBERT	B$_2$	Finnish	number_noun	last	89.45	96.05
mBERT	B$_2$	Finnish	number_verb	last	92.9	94.55
mBERT	B$_2$	Finnish	partform_verb	last	97.01492537313433	95.5721393034826
mBERT	B$_2$	Finnish	tense_verb	last	94.6	92.6
mBERT	B$_2$	Finnish	verbform_verb	last	90.34825870646767	88.1592039800995
mBERT	B$_2$	Finnish	voice_verb	last	92.25	88.0
mBERT	B$_2$	French	gender_adj	last	88.55	90.0
mBERT	B$_2$	French	gender_noun	last	90.7	94.95
mBERT	B$_2$	French	gender_verb	last	100.0	99.75
mBERT	B$_2$	French	number_adj	last	99.0	96.1
mBERT	B$_2$	French	number_noun	last	95.0	98.45
mBERT	B$_2$	French	number_verb	last	100.0	99.05
mBERT	B$_2$	French	tense_verb	last	95.65	90.990099009901
mBERT	B$_2$	French	verbform_verb	last	99.50248756218907	98.25870646766168
mBERT	B$_2$	German	case_adj	last	69.1	63.5
mBERT	B$_2$	German	case_noun	last	60.85	55.8
mBERT	B$_2$	German	case_propn	last	52.85	58.9
mBERT	B$_2$	German	gender_adj	last	60.6	59.1044776119403
mBERT	B$_2$	German	gender_noun	last	82.23880597014926	77.3134328358209
mBERT	B$_2$	German	gender_propn	last	64.3	63.73134328358209
mBERT	B$_2$	German	number_adj	last	74.95	74.55
mBERT	B$_2$	German	number_noun	last	91.95	88.75
mBERT	B$_2$	German	number_verb	last	97.5	100.0
mBERT	B$_2$	German	tense_verb	last	92.45	86.9
mBERT	B$_2$	German	verbform_verb	last	95.2	93.03482587064676
mBERT	B$_2$	Greek	aspect_verb	last	94.8	90.35
mBERT	B$_2$	Greek	case_noun	last	85.47263681592041	82.08955223880598
mBERT	B$_2$	Greek	gender_noun	last	86.96517412935323	86.51741293532339
mBERT	B$_2$	Greek	number_noun	last	99.0	98.25
mBERT	B$_2$	Greek	voice_verb	last	98.1	96.05
mBERT	B$_2$	Hebrew	gender_noun	last	95.85	94.15
mBERT	B$_2$	Hebrew	gender_verb	last	83.5	76.5
mBERT	B$_2$	Hebrew	hebbinyan_verb	first	78.85572139303483	76.10837438423644
mBERT	B$_2$	Hebrew	number_noun	last	97.6	94.0
mBERT	B$_2$	Hebrew	number_verb	first	94.0	95.15
mBERT	B$_2$	Hindi	case_adj	last	82.35	75.7
mBERT	B$_2$	Hindi	case_noun	last	73.0	67.0
mBERT	B$_2$	Hindi	case_propn	last	59.35	61.35
mBERT	B$_2$	Hindi	gender_noun	last	80.15	83.85
mBERT	B$_2$	Hindi	gender_propn	last	75.7	65.0
mBERT	B$_2$	Hindi	number_noun	last	87.4	88.3
mBERT	B$_2$	Hungarian	number[psor]_noun	last	98.9	95.05
mBERT	B$_2$	Hungarian	number_noun	last	97.2	94.35
mBERT	B$_2$	Hungarian	person[psor]_noun	last	97.7	89.35
mBERT	B$_2$	Italian	gender_adj	last	100.0	90.5
mBERT	B$_2$	Italian	gender_noun	last	94.75	92.8
mBERT	B$_2$	Italian	number_adj	last	97.5	95.75
mBERT	B$_2$	Italian	number_noun	last	96.65	95.6
mBERT	B$_2$	Italian	number_verb	last	95.3	97.65
mBERT	B$_2$	Italian	person_verb	last	91.7	91.7
mBERT	B$_2$	Italian	tense_verb	last	92.95	89.2
mBERT	B$_2$	Italian	verbform_verb	last	95.65	96.75
mBERT	B$_2$	Latin	aspect_verb	last	98.35	98.0
mBERT	B$_2$	Latin	case_verb	last	78.50746268656717	72.82178217821782
mBERT	B$_2$	Latin	gender_adj	last	71.29353233830845	72.03980099502488
mBERT	B$_2$	Latin	gender_noun	last	75.4228855721393	69.75124378109453
mBERT	B$_2$	Latin	gender_verb	last	74.47761194029852	70.8955223880597
mBERT	B$_2$	Latin	mood_verb	last	87.76119402985074	80.1
mBERT	B$_2$	Latin	number_adj	last	87.0	84.45
mBERT	B$_2$	Latin	number_noun	last	89.2	76.8
mBERT	B$_2$	Latin	number_verb	last	95.9	88.75
mBERT	B$_2$	Latin	person_verb	last	99.35323383084578	94.02985074626866
mBERT	B$_2$	Latin	tense_verb	last	82.52475247524752	69.0049751243781
mBERT	B$_2$	Latin	verbform_verb	last	91.54228855721394	83.38308457711443
mBERT	B$_2$	Latin	voice_verb	last	94.45	88.65
mBERT	B$_2$	Latvian	case_adj	last	79.45	84.15
mBERT	B$_2$	Latvian	case_noun	last	89.65	85.45
mBERT	B$_2$	Latvian	case_propn	last	87.95	89.9
mBERT	B$_2$	Latvian	definite_adj	last	95.45	92.0
mBERT	B$_2$	Latvian	definite_verb	last	98.15	95.15
mBERT	B$_2$	Latvian	gender_adj	last	87.1	83.4
mBERT	B$_2$	Latvian	gender_noun	last	88.3	87.5
mBERT	B$_2$	Latvian	gender_propn	last	87.75	84.4
mBERT	B$_2$	Latvian	gender_verb	last	95.05	92.8
mBERT	B$_2$	Latvian	number_adj	last	91.85	90.6
mBERT	B$_2$	Latvian	number_verb	last	93.85	91.4
mBERT	B$_2$	Latvian	person_verb	last	93.7313432835821	86.36815920398008
mBERT	B$_2$	Latvian	polarity_verb	first	100.0	98.0
mBERT	B$_2$	Latvian	tense_verb	last	86.51741293532339	81.94029850746269
mBERT	B$_2$	Latvian	verbform_verb	last	90.25	87.7
mBERT	B$_2$	Latvian	voice_verb	last	95.2	95.5
mBERT	B$_2$	Lithuanian	case_noun	last	90.0980392156863	92.45098039215685
mBERT	B$_2$	Lithuanian	gender_noun	last	87.45	86.6
mBERT	B$_2$	Lithuanian	number_noun	last	95.0	89.2
mBERT	B$_2$	Lithuanian	number_verb	last	79.25	80.6
mBERT	B$_2$	Norwegian_Bokmal	definite_adj	last	98.0	96.6
mBERT	B$_2$	Norwegian_Bokmal	definite_noun	last	98.9	98.8
mBERT	B$_2$	Norwegian_Bokmal	gender_noun	last	79.1044776119403	81.24378109452736
mBERT	B$_2$	Norwegian_Bokmal	number_adj	last	86.25	86.45
mBERT	B$_2$	Norwegian_Bokmal	number_noun	last	94.45	92.65
mBERT	B$_2$	Norwegian_Bokmal	tense_verb	last	99.4	98.95
mBERT	B$_2$	Norwegian_Bokmal	verbform_verb	last	92.53731343283582	90.04975124378109
mBERT	B$_2$	Norwegian_Nynorsk	definite_adj	last	96.4	96.25
mBERT	B$_2$	Norwegian_Nynorsk	definite_noun	last	98.55	98.3
mBERT	B$_2$	Norwegian_Nynorsk	gender_noun	last	84.72636815920399	83.43283582089552
mBERT	B$_2$	Norwegian_Nynorsk	number_adj	last	91.85	87.0
mBERT	B$_2$	Norwegian_Nynorsk	number_noun	last	87.05	90.0
mBERT	B$_2$	Norwegian_Nynorsk	tense_verb	last	97.05	94.75
mBERT	B$_2$	Norwegian_Nynorsk	verbform_verb	last	85.3	79.9004975124378
mBERT	B$_2$	Persian	number_noun	last	94.5	95.85
mBERT	B$_2$	Polish	animacy_adj	last	77.8	85.8
mBERT	B$_2$	Polish	animacy_noun	last	77.6	79.05472636815921
mBERT	B$_2$	Polish	aspect_adj	first	91.6	87.15
mBERT	B$_2$	Polish	aspect_verb	last	83.6	84.85
mBERT	B$_2$	Polish	case_adj	last	77.85	73.3
mBERT	B$_2$	Polish	case_propn	last	72.97029702970296	71.15
mBERT	B$_2$	Polish	gender_adj	last	73.73134328358209	73.18407960199005
mBERT	B$_2$	Polish	gender_noun	last	84.72636815920399	84.77611940298507
mBERT	B$_2$	Polish	gender_propn	last	72.13930348258707	70.2
mBERT	B$_2$	Polish	gender_verb	last	92.7860696517413	94.5771144278607
mBERT	B$_2$	Polish	mood_verb	last	98.9	97.0
mBERT	B$_2$	Polish	number_adj	last	94.55	89.85
mBERT	B$_2$	Polish	number_noun	last	92.25	89.05
mBERT	B$_2$	Polish	number_verb	last	99.2	98.55
mBERT	B$_2$	Polish	person_verb	last	99.00497512437812	99.55
mBERT	B$_2$	Polish	subgender_adj	last	80.6	73.6
mBERT	B$_2$	Polish	tense_verb	last	86.26865671641791	81.55
mBERT	B$_2$	Polish	verbform_verb	last	90.25	88.7128712871287
mBERT	B$_2$	Polish	voice_adj	last	100.0	97.55
mBERT	B$_2$	Portuguese	gender_noun	last	94.3	96.7
mBERT	B$_2$	Portuguese	gender_propn	first	83.1	68.2
mBERT	B$_2$	Portuguese	number_noun	last	100.0	98.5
mBERT	B$_2$	Portuguese	number_verb	last	99.5	99.5
mBERT	B$_2$	Romanian	definite_noun	last	97.75	93.15
mBERT	B$_2$	Romanian	gender_adj	last	99.0	95.9
mBERT	B$_2$	Romanian	gender_noun	last	95.75	93.3
mBERT	B$_2$	Romanian	mood_verb	last	82.08955223880596	75.67164179104478
mBERT	B$_2$	Romanian	number_adj	last	94.9	95.45
mBERT	B$_2$	Romanian	number_noun	last	96.8	95.9
mBERT	B$_2$	Romanian	number_verb	last	93.9	88.55
mBERT	B$_2$	Romanian	person_verb	last	88.7	85.42288557213932
mBERT	B$_2$	Romanian	tense_verb	last	89.85148514851485	86.9
mBERT	B$_2$	Romanian	verbform_verb	last	93.0	86.2
mBERT	B$_2$	Russian	animacy_adj	last	83.75	86.55
mBERT	B$_2$	Russian	animacy_noun	last	86.95	85.2
mBERT	B$_2$	Russian	animacy_propn	last	89.15	85.3
mBERT	B$_2$	Russian	aspect_verb	last	88.0	84.3
mBERT	B$_2$	Russian	case_adj	last	76.37254901960786	76.91176470588236
mBERT	B$_2$	Russian	case_noun	last	86.17647058823528	76.86274509803923
mBERT	B$_2$	Russian	case_propn	last	71.47058823529413	71.27450980392157
mBERT	B$_2$	Russian	case_verb	last	83.43137254901963	78.87254901960785
mBERT	B$_2$	Russian	gender_adj	last	88.30845771144278	87.41293532338308
mBERT	B$_2$	Russian	gender_noun	last	87.66169154228855	84.97512437810946
mBERT	B$_2$	Russian	gender_propn	last	79.1044776119403	69.0049751243781
mBERT	B$_2$	Russian	gender_verb	last	96.76616915422885	94.32835820895524
mBERT	B$_2$	Russian	mood_verb	last	94.35	95.85
mBERT	B$_2$	Russian	number_adj	last	98.75	96.8
mBERT	B$_2$	Russian	number_noun	last	94.6	91.35
mBERT	B$_2$	Russian	number_verb	last	98.6	97.85
mBERT	B$_2$	Russian	person_verb	last	98.2089552238806	98.75621890547264
mBERT	B$_2$	Russian	tense_verb	last	91.34328358208955	91.69154228855722
mBERT	B$_2$	Russian	verbform_verb	last	99.4	97.5
mBERT	B$_2$	Russian	voice_verb	last	96.31840796019901	90.99502487562191
mBERT	B$_2$	Serbian	case_noun	last	80.04926108374386	74.97512437810946
mBERT	B$_2$	Serbian	gender_adj	last	74.02985074626865	71.9402985074627
